"miRNA_id_and_region";"TCGA-2G-AAEW-01A-11R-A439-13";"TCGA-2G-AAEX-01A-11R-A439-13";"TCGA-2G-AAF1-01A-11R-A439-13";"TCGA-2G-AAF4-01A-11R-A439-13";"TCGA-2G-AAF6-01A-11R-A439-13";"TCGA-2G-AAF8-01A-11R-A439-13";"TCGA-2G-AAFE-01A-11R-A439-13";"TCGA-2G-AAFG-01A-11R-A439-13";"TCGA-2G-AAFG-05A-11R-A439-13";"TCGA-2G-AAFH-01A-12R-A439-13";"TCGA-2G-AAFI-01A-21R-A439-13";"TCGA-2G-AAFJ-01A-11R-A439-13";"TCGA-2G-AAFL-01A-21R-A439-13";"TCGA-2G-AAFM-01A-11R-A439-13";"TCGA-2G-AAFN-01A-31R-A439-13";"TCGA-2G-AAFO-01A-31R-A439-13";"TCGA-2G-AAFV-01A-11R-A439-13";"TCGA-2G-AAFY-01A-11R-A439-13";"TCGA-2G-AAFZ-01A-11R-A439-13";"TCGA-2G-AAG0-01A-11R-A439-13";"TCGA-2G-AAG3-01A-11R-A439-13";"TCGA-2G-AAG5-01A-11R-A439-13";"TCGA-2G-AAG6-01A-11R-A439-13";"TCGA-2G-AAG7-01A-11R-A439-13";"TCGA-2G-AAG8-01A-31R-A439-13";"TCGA-2G-AAG9-01A-11R-A439-13";"TCGA-2G-AAGA-01A-11R-A439-13";"TCGA-2G-AAGC-01A-21R-A439-13";"TCGA-2G-AAGE-01A-21R-A439-13";"TCGA-2G-AAGF-01A-31R-A439-13";"TCGA-2G-AAGG-01A-11R-A439-13";"TCGA-2G-AAGI-01A-11R-A439-13";"TCGA-2G-AAGI-05A-11R-A439-13";"TCGA-2G-AAGJ-01A-11R-A439-13";"TCGA-2G-AAGK-01A-11R-A439-13";"TCGA-2G-AAGM-01A-11R-A439-13";"TCGA-2G-AAGN-01A-11R-A439-13";"TCGA-2G-AAGO-01A-11R-A439-13";"TCGA-2G-AAGP-01A-11R-A439-13";"TCGA-2G-AAGS-01A-11R-A439-13";"TCGA-2G-AAGT-01A-11R-A439-13";"TCGA-2G-AAGV-01A-11R-A439-13";"TCGA-2G-AAGW-01A-11R-A439-13";"TCGA-2G-AAGX-01A-11R-A439-13";"TCGA-2G-AAGY-01A-11R-A439-13";"TCGA-2G-AAGY-05A-11R-A439-13";"TCGA-2G-AAGZ-01A-11R-A439-13";"TCGA-2G-AAH0-01A-11R-A439-13";"TCGA-2G-AAH2-01A-11R-A439-13";"TCGA-2G-AAH3-01A-11R-A439-13";"TCGA-2G-AAH4-01A-12R-A439-13";"TCGA-2G-AAH8-01A-11R-A439-13";"TCGA-2G-AAHA-01A-11R-A439-13";"TCGA-2G-AAHC-01A-11R-A439-13";"TCGA-2G-AAHG-01A-11R-A439-13";"TCGA-2G-AAHL-01A-11R-A439-13";"TCGA-2G-AAHN-01A-11R-A439-13";"TCGA-2G-AAHP-01A-12R-A439-13";"TCGA-2G-AAHP-05A-11R-A439-13";"TCGA-2G-AAHT-01A-11R-A439-13";"TCGA-2G-AAKD-01A-31R-A439-13";"TCGA-2G-AAKG-01A-11R-A439-13";"TCGA-2G-AAKG-05A-11R-A439-13";"TCGA-2G-AAKH-01A-11R-A439-13";"TCGA-2G-AAKL-01A-11R-A439-13";"TCGA-2G-AAKM-01A-11R-A439-13";"TCGA-2G-AAKO-01A-11R-A439-13";"TCGA-2G-AAKO-05A-11R-A439-13";"TCGA-2G-AAL5-01A-11R-A439-13";"TCGA-2G-AAL7-01A-11R-A439-13";"TCGA-2G-AALF-01A-11R-A439-13";"TCGA-2G-AALG-01A-11R-A439-13";"TCGA-2G-AALN-01A-11R-A439-13";"TCGA-2G-AALO-01A-12R-A439-13";"TCGA-2G-AALP-01A-12R-A439-13";"TCGA-2G-AALQ-01A-12R-A439-13";"TCGA-2G-AALR-01A-21R-A439-13";"TCGA-2G-AALS-01A-12R-A439-13";"TCGA-2G-AALT-01A-11R-A439-13";"TCGA-2G-AALW-01A-11R-A439-13";"TCGA-2G-AALX-01A-11R-A439-13";"TCGA-2G-AALY-01A-11R-A439-13";"TCGA-2G-AALZ-01A-11R-A439-13";"TCGA-2G-AAM2-01A-11R-A439-13";"TCGA-2G-AAM3-01A-11R-A439-13";"TCGA-2G-AAM4-01A-11R-A439-13";"TCGA-2X-A9D5-01A-11R-A439-13";"TCGA-2X-A9D6-01A-11R-A439-13";"TCGA-4K-AA1G-01A-11R-A439-13";"TCGA-4K-AA1H-01A-11R-A439-13";"TCGA-4K-AA1I-01A-11R-A439-13";"TCGA-4K-AAAL-01A-11R-A439-13";"TCGA-S6-A8JW-01A-11R-A439-13";"TCGA-S6-A8JX-01A-11R-A439-13";"TCGA-S6-A8JY-01A-11R-A43A-13";"TCGA-SB-A6J6-01A-11R-A43A-13";"TCGA-SB-A76C-01A-11R-A43A-13";"TCGA-SN-A6IS-01A-11R-A43A-13";"TCGA-SN-A84W-01A-11R-A43A-13";"TCGA-SN-A84X-01A-11R-A43A-13";"TCGA-SN-A84Y-01A-11R-A43A-13";"TCGA-SO-A8JP-01A-11R-A43A-13";"TCGA-VF-A8A8-01A-11R-A43A-13";"TCGA-VF-A8A9-01A-11R-A43A-13";"TCGA-VF-A8AA-01A-11R-A43A-13";"TCGA-VF-A8AB-01A-31R-A43A-13";"TCGA-VF-A8AC-01A-11R-A43A-13";"TCGA-VF-A8AD-01A-11R-A43A-13";"TCGA-VF-A8AE-01A-11R-A43A-13";"TCGA-W4-A7U2-01A-11R-A43A-13";"TCGA-W4-A7U3-01A-12R-A43A-13";"TCGA-W4-A7U4-01A-12R-A43A-13";"TCGA-WZ-A7V3-01A-11R-A43A-13";"TCGA-WZ-A7V4-01A-11R-A43A-13";"TCGA-WZ-A7V5-01A-11R-A43A-13";"TCGA-WZ-A8D5-01A-11R-A43A-13";"TCGA-X3-A8G4-01A-11R-A43A-13";"TCGA-XE-A8H1-01A-11R-A43A-13";"TCGA-XE-A8H4-01A-31R-A43A-13";"TCGA-XE-A8H5-01A-11R-A43A-13";"TCGA-XE-A9SE-01A-21R-A43A-13";"TCGA-XE-AANI-01A-11R-A43A-13";"TCGA-XE-AANJ-01A-11R-A43A-13";"TCGA-XE-AANR-01A-11R-A43A-13";"TCGA-XE-AANV-01A-11R-A43A-13";"TCGA-XE-AAO3-01A-11R-A43A-13";"TCGA-XE-AAO4-01A-11R-A43A-13";"TCGA-XE-AAO6-01A-31R-A43A-13";"TCGA-XE-AAOB-01A-11R-A43A-13";"TCGA-XE-AAOC-01A-11R-A43A-13";"TCGA-XE-AAOD-01A-11R-A43A-13";"TCGA-XE-AAOF-01A-11R-A43A-13";"TCGA-XE-AAOJ-01A-12R-A43A-13";"TCGA-XE-AAOL-01A-11R-A43A-13";"TCGA-XY-A89B-01A-11R-A43A-13";"TCGA-XY-A8S2-01A-11R-A43A-13";"TCGA-XY-A8S3-01B-11R-A43A-13";"TCGA-XY-A9T9-01A-11R-A43A-13";"TCGA-YU-A90P-01A-11R-A43A-13";"TCGA-YU-A90Q-01A-11R-A43A-13";"TCGA-YU-A90S-01A-11R-A43A-13";"TCGA-YU-A90W-01A-11R-A43A-13";"TCGA-YU-A90Y-01A-11R-A43A-13";"TCGA-YU-A912-01A-11R-A43A-13";"TCGA-YU-A94D-01A-11R-A43A-13";"TCGA-YU-A94I-01A-11R-A43A-13";"TCGA-YU-AA4L-01A-11R-A43A-13";"TCGA-YU-AA61-01A-11R-A43A-13";"TCGA-ZM-AA05-01A-12R-A43A-13";"TCGA-ZM-AA06-01A-12R-A43A-13";"TCGA-ZM-AA0B-01A-11R-A43A-13";"TCGA-ZM-AA0D-01A-11R-A43A-13";"TCGA-ZM-AA0E-01A-12R-A43A-13";"TCGA-ZM-AA0F-01A-21R-A43A-13";"TCGA-ZM-AA0H-01A-11R-A43A-13";"TCGA-ZM-AA0N-01A-21R-A43A-13"
"hsa-mir-527, unannotated";NA;0,561174;NA;0,619669;0,410162;1,337625;0,186387;0,357662;0,233899;1,409629;17,009539;NA;2,862915;11,421265;14,669232;2,251494;0,115976;3,311839;0,295631;7,762984;0,196814;NA;NA;6,619593;5,241492;0,170038;7,781745;7,626291;4,269386;5,456344;0,443463;1,548067;NA;5,136807;8,770041;0,625391;17,18188;11,388524;0,43292;5,017263;NA;NA;2,847126;0,186615;NA;NA;0,348273;0,269356;0,14131;0,343124;NA;NA;NA;0,485294;NA;0,221292;NA;NA;NA;NA;2,961585;12,517043;NA;3,164395;10,279745;10,411215;NA;0,325767;NA;26,179555;NA;NA;0,652085;0,101746;1,198783;NA;NA;2,014262;0,384016;0,329836;NA;0,615567;NA;13,525857;0,086883;0,486341;NA;NA;0,648404;0,147474;0,30257;0,583356;1,488576;0,889124;0,291037;NA;NA;0,232317;NA;NA;36,330389;0,212988;21,226467;0,434979;0,345448;0,441732;0,771236;5,078555;0,434786;NA;1,178592;47,39905;NA;NA;NA;1,092951;2,838798;6,972306;NA;NA;0,24787;NA;1,160439;1,224461;0,41757;0,583124;NA;6,872383;0,836965;0,087517;0,467373;0,132625;NA;0,700548;0,772102;9,478744;8,768087;0,495626;9,74846;0,306368;NA;NA;10,377443;0,703645;0,084959;NA;0,563278;0,711398;NA;0,614175;0,643305;NA;NA;NA;0,378899;1,814857
"hsa-mir-532, mature,MIMAT0002888";1190,289739;512,352004;1241,872103;809,597181;1381,836377;1107,998905;977,601827;1121,62676;1257,208776;546,583851;1467,194191;2134,82516;1299,190598;1535,824312;1867,707622;1255,657721;1366,201178;816,575089;1184,742352;1227,701548;1620,764042;1380,603218;1286,073411;862,75375;1011,608557;926,367236;1328,583278;1076,323924;1703,129601;1433,459309;1990,922997;1350,986219;718,043215;1000,136126;616,826115;3130,458494;801,105082;1183,612174;1807,731643;4221,192594;574,903247;591,624246;1210,97776;1896,851372;5075,454164;583,72099;1590,101226;1088,198049;2843,445852;471,281832;6320,3044;367,492583;1633,473037;1652,428523;712,115537;1083,887542;1631,811457;295,934712;844,85417;3697,600195;1107,263104;1435,477341;702,517816;1475,39823;799,722236;1035,368278;1614,868915;1455,202201;2619,612321;1172,509907;433,887489;2507,110472;4199,431934;1529,147043;1608,567303;2629,594656;2548,298323;1307,254651;1040,011298;2348,185714;2831,105661;2560,962646;1358,747043;1616,340138;796,888003;1124,905894;697,363191;1660,097716;1583,726619;1363,54406;1333,123954;1385,178099;360,42138;272,072067;880,094925;938,692642;388,224338;673,486404;3887,763356;1423,783621;1630,704627;348,661666;1769,600456;767,955445;1546,745925;1798,438271;1178,255772;882,65265;897,398911;404,980889;2164,779273;1192,47835;890,343009;1007,882758;1071,580968;835,379277;1465,023055;1121,691066;1240,802396;448,82952;500,698002;3410,045937;825,071977;938,63749;603,804974;359,496075;2318,975863;1056,972513;1472,081643;1624,586095;981,016389;600,658748;1617,111795;704,9851;1391,07115;1241,15782;1138,877154;912,944857;1446,846153;367,028017;1805,854345;510,59962;1494,559364;530,689577;2933,729288;694,322636;1420,024086;2328,016326;1294,882409;534,946401;604,277936;1718,487473;778,055655;1260,575527;1155,009036;1118,496573
"hsa-mir-532, mature,MIMAT0004780";16,373363;9,820548;20,708021;23,547411;23,789406;29,873613;26,094234;18,956065;22,688233;18,325184;24,299341;84,602641;26,529674;32,5842;41,912092;27,693366;27,602367;21,112969;16,703167;37,952367;27,160345;25,737741;33,158789;23,444395;19,106095;18,704184;17,658574;26,946229;28,462579;38,584142;54,43497;28,103371;19,813555;14,383058;10,022903;66,916865;20,045524;19,334008;40,550219;111,335508;9,431835;9,972968;27,0477;39,002601;141,885192;7,162221;31,112442;25,723494;57,513291;6,690933;133,955279;6,331712;27,685984;32,272099;17,215057;17,924641;31,453176;6,152487;20,489239;71,499495;22,211898;35,275306;18,605179;23,930723;14,895141;23,288251;27,817681;34,69421;55,524308;34,534734;8,073621;103,512459;94,878468;57,079746;45,553763;64,895337;46,374028;29,664555;16,512688;87,818863;56,775333;59,915159;36,332626;39,450421;16,247062;26,748735;15,796368;29,881364;21,39733;26,397836;31,164722;25,959329;9,48967;6,223871;39,289952;27,892583;9,572046;12,31279;121,582603;28,224969;35,573506;11,501363;60,557857;26,098741;63,907984;58,897602;40,875507;35,549876;34,56551;11,829772;82,206807;43,307049;30,715238;39,080716;28,02042;39,710572;44,609698;21,937258;37,456813;14,972326;18,342402;144,847581;26,690092;24,664161;17,537905;9,329987;57,032574;55,437224;83,975471;63,537656;29,444512;11,405753;50,52529;31,991706;35,001975;27,878657;28,642419;23,046653;27,644888;6,740081;39,209296;9,847631;38,396539;12,806351;57,602399;12,181099;32,106852;49,481808;46,513737;17,503986;25,732205;48,139449;41,364188;31,934941;44,331129;32,667432
"hsa-mir-532, precursor";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0,278298;NA;NA;0,523901;0,225149;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0,125078;NA;0,264849;NA;0,716752;NA;NA;0,474521;NA;NA;NA;0,116091;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0,192203;NA;NA;NA;NA;NA;NA;NA;NA;0,153382;0,557012;NA;0,143468;NA;NA;0,399594;NA;0,454648;NA;NA;0,164918;0,104945;NA;NA;0,563577;NA;NA;NA;NA;NA;0,147474;0,30257;0,291678;NA;NA;0,291037;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0,294488;NA;0,507856;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0,291562;0,523234;NA;NA;NA;NA;NA;NA;NA;NA;0,185858;NA;NA;NA;NA;NA;NA;NA;NA;0,339837;NA;NA;NA;NA;NA;0,214435;NA;NA;NA;NA;NA
"hsa-mir-539, mature,MIMAT0003163";88,442996;197,81389;86,181905;35,63095;20,097946;72,23172;76,046052;71,174657;62,451115;61,318884;219,180053;149,167812;27,483979;31,240521;81,728579;48,857401;311,280473;41,811957;250,54751;41,402582;214,920987;168,962712;75,972639;208,793026;63,574262;58,15301;63,151853;112,869112;168,996566;71,322201;23,946953;650,902658;145,035218;58,559589;244,308244;748,718417;73,380941;180,892171;23,522013;348,819401;207,50037;94,806316;359,212445;546,96949;259,619712;126,681779;14,511399;54,409903;22,468339;66,566199;924,459098;140,310744;63,386333;110,161901;182,227678;58,863636;35,465721;86,134843;128,602673;53,432418;131,420394;217,341397;5,340375;91,174074;33,566516;54,521907;106,284537;53,425826;595,889329;28,407603;129,734725;138,590484;48,743406;9,869403;323,471675;678,467423;1009,771735;215,525806;251,050451;1,319344;336,034411;603,050175;217,902594;151,038758;135,45011;354,055984;91,526017;66,095201;52,844922;54,417884;127,987161;110,837583;151,090429;195,162807;74,796428;73,218027;193,889563;133,58216;369,881573;57,363098;186,571683;83,917346;65,240165;91,345593;132,997696;44,762178;97,561352;75,670453;42,391663;54,11491;105,189356;77,407086;343,45221;151,659821;37,627422;83,79295;10,138568;16,665514;38,18413;37,430817;66,181371;63,111471;124,940577;203,26067;87,27195;44,31744;39,76583;45,815887;417,645449;130,050904;79,453447;86,604142;16,488791;72,38999;40,921426;103,33689;152,954416;60,962116;98,939599;66,328521;19,265801;85,920574;138,953962;77,682484;390,557862;213,981303;14,363591;207,807787;21,649252;68,787597;126,302236;109,751888;149,886202;13,673551;7,704271;42,830633
"hsa-mir-539, mature,MIMAT0022705";27,244203;53,592131;31,671088;11,154036;13,535351;40,574609;38,582186;31,831884;18,945843;25,020923;67,066179;18,506827;5,344107;13,100864;29,862365;15,535303;59,727811;15,110262;17,442246;23,288953;29,915742;17,01598;8,582275;93,501765;28,236438;22,104944;17,957874;19,150465;25,260538;19,87668;5,321547;88,597067;60,233206;28,252435;38,838748;134,959434;24,698951;77,600886;2,74183;84,815676;37,069305;15,527531;112,936013;65,781899;46,871369;43,868604;3,366644;44,309055;5,369791;18,871858;105,077577;41,282763;17,485887;26,205914;86,495165;39,611246;12,167073;39,683552;40,106596;14,223019;56,270141;67,42135;0,17227;40,148236;18,671376;8,219382;40,020718;13,682224;90,188654;10,583226;44,54411;14,848978;18,584442;1,11921;107,690695;105,077108;95,930591;28,199641;60,194506;0,82459;48,904442;106,49304;53,846816;90,73597;22,763264;155,629003;30,431239;21,965771;20,748926;22,121092;42,057246;28,876108;38,330824;45,789908;49,185199;42,375269;65,66868;46,927993;18,531643;9,214625;91,582856;24,706629;46,823085;33,928366;52,335457;18,847232;25,450788;28,439902;26,95675;27,183305;20,920011;31,713035;151,581692;47,296548;20,014587;37,524669;1,824941;4,761575;24,910599;22,458489;26,769992;12,448593;61,89007;66,470788;33,405532;17,493726;24,592027;33,445597;70,863022;32,293933;42,842544;129,3094;3,176739;84,299311;14,669944;21,373637;49,101289;25,029159;54,271281;58,516154;10,552625;58,34721;63,613726;57,698945;86,658476;78,568089;1,689834;36,913743;17,362274;48,826909;94,994721;44,354901;62,439478;6,476945;2,652292;26,859889
"hsa-mir-539, precursor";4,160446;14,029352;1,522649;3,408177;8,613406;7,579872;5,032459;10,372187;4,911885;1,762037;4,859869;0,278298;0,190861;5,374715;5,762912;4,052686;3,13136;3,518828;0,443447;6,612913;0,98407;0,427536;0,097526;10,75684;2,874367;1,360304;4,788767;1,186312;4,269387;18,317725;0,110866;4,167872;6,142204;2,054723;10,440524;3,377115;3,937515;8,475181;NA;8,601026;1,974105;0,18936;12,812069;2,332693;1,906632;13,429163;NA;3,36695;0,14131;1,544061;2,049386;3,799025;2,671456;3,63971;15,11566;4,647131;0,776622;2,460995;4,795354;6,342698;9,254957;3,41374;NA;3,757718;5,664351;NA;3,67403;2,117487;2,147348;3,899083;3,480008;0,932544;0,326043;NA;5,394523;1,777954;3,182532;2,563605;1,056044;NA;1,469232;5,950479;1,024767;23,106675;0,260649;20,912648;3,019897;1,781008;7,132444;3,539375;10,589954;11,083759;5,023944;5,779309;9,313174;10,727916;13,133736;3,020119;0,876498;0,664117;10,974807;5,324705;9,988925;5,87222;6,390798;1,47244;4,048989;5,58641;5,217434;8,054311;2,20986;10,571009;19,546058;3,774844;0,400292;5,829075;NA;0,340112;1,636462;4,083362;4,213795;0,386003;9,670323;6,122309;4,175692;2,624058;11,249543;10,995813;4,184824;1,050209;4,517941;3,580875;NA;19,615351;2,573673;1,486862;4,481466;3,965015;6,110973;3,370041;0,580878;1,969527;1,141517;3,658957;1,869103;3,248292;0,281639;0,632354;2,465016;7,677186;9,435141;3,784548;6,133852;0,899577;0,757799;6,170513
"hsa-mir-539, stemloop";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0,232317;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"hsa-mir-541, mature,MIMAT0004919";0,67104;1,683522;1,21812;NA;NA;0,89175;1,491097;1,072986;0,233899;0,352407;5,831843;0,139149;0,381722;0,33592;1,047802;0,450298;0,811834;1,03495;1,625972;NA;1,771326;1,795655;0,682681;1,103265;0,50724;0,340076;0,299298;2,033677;2,490474;0,389739;0,110866;6,787677;1,38695;1,027362;1,670484;10,631651;1,78978;2,648493;0,288614;3,58376;1,096725;0,9468;1,898084;3,825616;3,495492;0,895278;0,348273;0,538712;0,565241;0,343124;9,874312;0,506536;0,24286;0,485294;2,939153;NA;NA;0,922873;2,179706;0,768812;0,370198;5,689566;0,17227;0,791099;0,209791;1,643875;1,312153;0,814418;6,902191;1,671036;0,4176;0,215202;1,467193;0,101746;4,994928;6,578429;4,31915;4,39475;5,568232;NA;2,518683;9,028312;3,912746;1,127154;1,30324;1,945363;0,4646;0,19789;NA;3,096953;0,30257;1,750068;1,116432;NA;1,455184;0,804594;0,890423;3,484752;2,253849;0,747132;4,541299;0,638964;1,56077;0,43498;1,036346;0,294488;0,192809;0,507855;0,434786;NA;0,883944;1,364001;1,595596;0,8882;0,400292;NA;0,405542;0,170056;0,545487;0,34028;2,974442;0,482504;0,386813;1,049538;0,626354;NA;2,87779;3,207112;7,393189;3,063109;1,246328;1,193625;0,756366;0,700548;0,257367;0,929289;1,948463;0,247813;2,32799;1,378652;NA;NA;2,698134;0,703645;2,803656;0,812072;0,281639;1,501843;0,857396;1,228349;4,074265;0,454146;2,67373;0,179916;NA;1,633372
"hsa-mir-541, mature,MIMAT0004920";2,415742;9,259373;3,197563;1,239337;0,820324;7,579873;3,727746;2,861294;3,976287;2,466852;47,140721;15,723846;1,526888;2,015518;7,858518;3,15209;31,081657;3,104848;15,225011;2,300143;19,090967;15,904384;7,850831;17,376433;3,888851;2,380532;3,591575;29,14938;23,481628;11,692164;5,432411;99,790784;4,755253;2,568403;13,36387;196,998246;7,517072;8,475182;1,731681;88,399436;12,72201;6,816966;13,28659;57,197595;96,443798;5,371665;0,348273;5,252442;3,956688;0,857811;148,114669;2,532683;0,728579;2,669121;4,618674;4,204545;0,906059;7,075361;3,051588;4,420668;8,884759;76,240176;0,17227;4,746589;1,048953;5,479588;2,099446;1,140185;181,14422;2,228047;6,960017;12,625219;10,596392;0,915718;51,347881;114,32247;229,142259;30,030785;36,577523;0,494754;26,65607;109,98125;75,925872;5,635775;24,327152;25,289713;3,484493;1,781008;2,269414;1,769688;4,538552;6,416913;2,232864;8,446681;5,820733;5,09576;14,691977;18,585344;34,934651;11,373002;27,247791;6,176657;15,607696;1,739917;5,354451;1,619684;3,470562;4,824627;2,173931;3,775459;12,964515;6,138007;27,922944;2,220496;0,400292;1,821585;2,636028;0,680225;1,818292;3,402801;7,683979;13,896104;6,962633;8,046463;2,714201;2,624059;1,308086;5,497906;160,697247;46,996862;3,894777;3,050375;7,563666;3,035708;1,544205;15,983764;34,682657;2,23032;6,256475;2,144571;0,580878;0,984764;30,094584;3,940416;92,520667;20,50485;1,689834;22,764793;1,714793;2,456698;4,2887;2,573492;3,931956;0,809619;0,378899;2,5408
"hsa-mir-541, precursor";0,805248;3,367045;0,456795;0,619668;1,230486;0,445875;0,559162;1,430647;0,233899;0,352407;NA;NA;0,190861;NA;NA;0,675447;NA;0,20699;NA;0,287518;0,196814;0,085507;0,048763;1,379082;0,845402;NA;0,598596;0,169473;0,711564;1,558956;NA;0,119082;0,396271;1,027362;0,835242;0,375235;NA;2,118795;NA;1,194587;NA;NA;2,372605;0,186616;0,158886;1,790556;0,116091;0,404034;NA;0,171562;0,186308;0,759805;0,24286;0,485294;2,519275;0,885168;NA;NA;0,435941;1,537624;2,591388;NA;NA;0,197775;0,419582;NA;0,262431;0,162884;0,153382;NA;0,1392;0,071734;0,163021;NA;NA;NA;0,681971;0,183115;NA;NA;0,20989;0,410378;0,093161;1,127154;NA;0,972682;NA;0,19789;0,648404;0,589896;1,51285;2,041746;0,186072;0,889124;0,582073;0,804594;2,003451;0,696951;NA;NA;1,513767;1,064941;NA;NA;NA;0,147244;NA;0,761783;1,521751;1,510184;0,147324;0,682;1,196697;NA;NA;NA;NA;NA;0,181829;2,041681;NA;NA;0,773626;0,699692;0,208785;0,291562;NA;NA;NA;NA;0,311582;NA;NA;1,634612;NA;NA;0,584539;0,247813;0,872996;0,153184;NA;0,492382;0,103774;0,422187;0,169918;0,406036;NA;NA;0,321525;0,307087;0,643305;0,302764;0,157278;NA;NA;0,907428
"hsa-mir-541, stemloop";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0,157278;NA;NA;NA
"hsa-mir-542, mature,MIMAT0003340";1,878911;3,367044;0,913589;3,098343;3,69146;2,229374;4,473298;0,715324;2,572893;2,466852;9,233749;28,247262;9,161326;4,702874;4,191208;7,880226;13,221301;2,897858;5,321364;2,587662;15,351499;11,800027;16,774446;7,722859;9,637588;0,680152;6,285256;5,592612;15,298636;9,353731;17,295021;21,672938;4,358982;2,054723;1,252863;29,018155;3,937514;5,561837;8,514103;14,812878;1,31607;4,923363;NA;29,298605;32,571629;4,028749;7,197654;2,289526;13,283168;1,200936;20,307546;1,266341;0,48572;1,698531;2,939155;1,770335;1,035496;3,383868;0,871883;1,729827;3,701983;12,232565;3,273133;4,153266;2,097908;13,698972;1,574585;2,931905;25,001275;2,228048;4,315211;33,428139;25,920407;15,363709;1,598378;38,937202;26,824194;20,142599;21,888912;51,207054;18,890129;16,209924;17,793672;0,563577;12,076692;3,890726;0,2323;1,385229;0,648404;7,373698;2,72313;11,375437;2,046792;2,22281;2,037256;2,145584;0,667818;3,252436;17,404719;4,980876;1,892208;1,916894;14,359081;3,044853;5,527176;2,355904;10,218877;2,031422;2,173931;1,258486;29,906776;1,364002;1,196697;3,552793;2,001459;2,185902;15,207852;5,101687;2,36378;3,402801;1,239352;26,248195;2,707691;3,148616;1,670277;0,583124;6,017199;5,956065;38,918864;15,66562;6,699016;1,32625;26,92665;0,467032;1,029469;5,018159;5,455698;1,48688;2,036991;1,531837;2,033074;1,723336;11,934059;1,125833;7,561377;4,060366;7,604254;11,777618;1,500445;1,228349;1,929915;2,119348;1,73006;1,169449;2,525992;3,448229
