"miRNA_id_and_region";"TCGA-2G-AAEW-01A-11R-A439-13";"TCGA-2G-AAEX-01A-11R-A439-13";"TCGA-2G-AAF1-01A-11R-A439-13";"TCGA-2G-AAF4-01A-11R-A439-13";"TCGA-2G-AAF6-01A-11R-A439-13";"TCGA-2G-AAF8-01A-11R-A439-13";"TCGA-2G-AAFE-01A-11R-A439-13";"TCGA-2G-AAFG-01A-11R-A439-13";"TCGA-2G-AAFG-05A-11R-A439-13";"TCGA-2G-AAFH-01A-12R-A439-13";"TCGA-2G-AAFI-01A-21R-A439-13";"TCGA-2G-AAFJ-01A-11R-A439-13";"TCGA-2G-AAFL-01A-21R-A439-13";"TCGA-2G-AAFM-01A-11R-A439-13";"TCGA-2G-AAFN-01A-31R-A439-13";"TCGA-2G-AAFO-01A-31R-A439-13";"TCGA-2G-AAFV-01A-11R-A439-13";"TCGA-2G-AAFY-01A-11R-A439-13";"TCGA-2G-AAFZ-01A-11R-A439-13";"TCGA-2G-AAG0-01A-11R-A439-13";"TCGA-2G-AAG3-01A-11R-A439-13";"TCGA-2G-AAG5-01A-11R-A439-13";"TCGA-2G-AAG6-01A-11R-A439-13";"TCGA-2G-AAG7-01A-11R-A439-13";"TCGA-2G-AAG8-01A-31R-A439-13";"TCGA-2G-AAG9-01A-11R-A439-13";"TCGA-2G-AAGA-01A-11R-A439-13";"TCGA-2G-AAGC-01A-21R-A439-13";"TCGA-2G-AAGE-01A-21R-A439-13";"TCGA-2G-AAGF-01A-31R-A439-13";"TCGA-2G-AAGG-01A-11R-A439-13";"TCGA-2G-AAGI-01A-11R-A439-13";"TCGA-2G-AAGI-05A-11R-A439-13";"TCGA-2G-AAGJ-01A-11R-A439-13";"TCGA-2G-AAGK-01A-11R-A439-13";"TCGA-2G-AAGM-01A-11R-A439-13";"TCGA-2G-AAGN-01A-11R-A439-13";"TCGA-2G-AAGO-01A-11R-A439-13";"TCGA-2G-AAGP-01A-11R-A439-13";"TCGA-2G-AAGS-01A-11R-A439-13";"TCGA-2G-AAGT-01A-11R-A439-13";"TCGA-2G-AAGV-01A-11R-A439-13";"TCGA-2G-AAGW-01A-11R-A439-13";"TCGA-2G-AAGX-01A-11R-A439-13";"TCGA-2G-AAGY-01A-11R-A439-13";"TCGA-2G-AAGY-05A-11R-A439-13";"TCGA-2G-AAGZ-01A-11R-A439-13";"TCGA-2G-AAH0-01A-11R-A439-13";"TCGA-2G-AAH2-01A-11R-A439-13";"TCGA-2G-AAH3-01A-11R-A439-13";"TCGA-2G-AAH4-01A-12R-A439-13";"TCGA-2G-AAH8-01A-11R-A439-13";"TCGA-2G-AAHA-01A-11R-A439-13";"TCGA-2G-AAHC-01A-11R-A439-13";"TCGA-2G-AAHG-01A-11R-A439-13";"TCGA-2G-AAHL-01A-11R-A439-13";"TCGA-2G-AAHN-01A-11R-A439-13";"TCGA-2G-AAHP-01A-12R-A439-13";"TCGA-2G-AAHP-05A-11R-A439-13";"TCGA-2G-AAHT-01A-11R-A439-13";"TCGA-2G-AAKD-01A-31R-A439-13";"TCGA-2G-AAKG-01A-11R-A439-13";"TCGA-2G-AAKG-05A-11R-A439-13";"TCGA-2G-AAKH-01A-11R-A439-13";"TCGA-2G-AAKL-01A-11R-A439-13";"TCGA-2G-AAKM-01A-11R-A439-13";"TCGA-2G-AAKO-01A-11R-A439-13";"TCGA-2G-AAKO-05A-11R-A439-13";"TCGA-2G-AAL5-01A-11R-A439-13";"TCGA-2G-AAL7-01A-11R-A439-13";"TCGA-2G-AALF-01A-11R-A439-13";"TCGA-2G-AALG-01A-11R-A439-13";"TCGA-2G-AALN-01A-11R-A439-13";"TCGA-2G-AALO-01A-12R-A439-13";"TCGA-2G-AALP-01A-12R-A439-13";"TCGA-2G-AALQ-01A-12R-A439-13";"TCGA-2G-AALR-01A-21R-A439-13";"TCGA-2G-AALS-01A-12R-A439-13";"TCGA-2G-AALT-01A-11R-A439-13";"TCGA-2G-AALW-01A-11R-A439-13";"TCGA-2G-AALX-01A-11R-A439-13";"TCGA-2G-AALY-01A-11R-A439-13";"TCGA-2G-AALZ-01A-11R-A439-13";"TCGA-2G-AAM2-01A-11R-A439-13";"TCGA-2G-AAM3-01A-11R-A439-13";"TCGA-2G-AAM4-01A-11R-A439-13";"TCGA-2X-A9D5-01A-11R-A439-13";"TCGA-2X-A9D6-01A-11R-A439-13";"TCGA-4K-AA1G-01A-11R-A439-13";"TCGA-4K-AA1H-01A-11R-A439-13";"TCGA-4K-AA1I-01A-11R-A439-13";"TCGA-4K-AAAL-01A-11R-A439-13";"TCGA-S6-A8JW-01A-11R-A439-13";"TCGA-S6-A8JX-01A-11R-A439-13";"TCGA-S6-A8JY-01A-11R-A43A-13";"TCGA-SB-A6J6-01A-11R-A43A-13";"TCGA-SB-A76C-01A-11R-A43A-13";"TCGA-SN-A6IS-01A-11R-A43A-13";"TCGA-SN-A84W-01A-11R-A43A-13";"TCGA-SN-A84X-01A-11R-A43A-13";"TCGA-SN-A84Y-01A-11R-A43A-13";"TCGA-SO-A8JP-01A-11R-A43A-13";"TCGA-VF-A8A8-01A-11R-A43A-13";"TCGA-VF-A8A9-01A-11R-A43A-13";"TCGA-VF-A8AA-01A-11R-A43A-13";"TCGA-VF-A8AB-01A-31R-A43A-13";"TCGA-VF-A8AC-01A-11R-A43A-13";"TCGA-VF-A8AD-01A-11R-A43A-13";"TCGA-VF-A8AE-01A-11R-A43A-13";"TCGA-W4-A7U2-01A-11R-A43A-13";"TCGA-W4-A7U3-01A-12R-A43A-13";"TCGA-W4-A7U4-01A-12R-A43A-13";"TCGA-WZ-A7V3-01A-11R-A43A-13";"TCGA-WZ-A7V4-01A-11R-A43A-13";"TCGA-WZ-A7V5-01A-11R-A43A-13";"TCGA-WZ-A8D5-01A-11R-A43A-13";"TCGA-X3-A8G4-01A-11R-A43A-13";"TCGA-XE-A8H1-01A-11R-A43A-13";"TCGA-XE-A8H4-01A-31R-A43A-13";"TCGA-XE-A8H5-01A-11R-A43A-13";"TCGA-XE-A9SE-01A-21R-A43A-13";"TCGA-XE-AANI-01A-11R-A43A-13";"TCGA-XE-AANJ-01A-11R-A43A-13";"TCGA-XE-AANR-01A-11R-A43A-13";"TCGA-XE-AANV-01A-11R-A43A-13";"TCGA-XE-AAO3-01A-11R-A43A-13";"TCGA-XE-AAO4-01A-11R-A43A-13";"TCGA-XE-AAO6-01A-31R-A43A-13";"TCGA-XE-AAOB-01A-11R-A43A-13";"TCGA-XE-AAOC-01A-11R-A43A-13";"TCGA-XE-AAOD-01A-11R-A43A-13";"TCGA-XE-AAOF-01A-11R-A43A-13";"TCGA-XE-AAOJ-01A-12R-A43A-13";"TCGA-XE-AAOL-01A-11R-A43A-13";"TCGA-XY-A89B-01A-11R-A43A-13";"TCGA-XY-A8S2-01A-11R-A43A-13";"TCGA-XY-A8S3-01B-11R-A43A-13";"TCGA-XY-A9T9-01A-11R-A43A-13";"TCGA-YU-A90P-01A-11R-A43A-13";"TCGA-YU-A90Q-01A-11R-A43A-13";"TCGA-YU-A90S-01A-11R-A43A-13";"TCGA-YU-A90W-01A-11R-A43A-13";"TCGA-YU-A90Y-01A-11R-A43A-13";"TCGA-YU-A912-01A-11R-A43A-13";"TCGA-YU-A94D-01A-11R-A43A-13";"TCGA-YU-A94I-01A-11R-A43A-13";"TCGA-YU-AA4L-01A-11R-A43A-13";"TCGA-YU-AA61-01A-11R-A43A-13";"TCGA-ZM-AA05-01A-12R-A43A-13";"TCGA-ZM-AA06-01A-12R-A43A-13";"TCGA-ZM-AA0B-01A-11R-A43A-13";"TCGA-ZM-AA0D-01A-11R-A43A-13";"TCGA-ZM-AA0E-01A-12R-A43A-13";"TCGA-ZM-AA0F-01A-21R-A43A-13";"TCGA-ZM-AA0H-01A-11R-A43A-13";"TCGA-ZM-AA0N-01A-21R-A43A-13"
"hsa-mir-3613, mature,MIMAT0017991";0,402624;0,561174;0,60906;0,309834;1,230486;NA;2,795811;0,357662;0,701698;0,704815;0,971974;1,530639;0,381722;0,67184;1,047802;0,225149;0,463905;0,41398;0,147816;NA;0,98407;0,598552;0,633918;0,827449;1,183562;0,340076;0,598596;1,016839;0,711564;0,389739;1,662983;0,476328;0,792543;0,513681;NA;0,500313;1,073867;0,529698;1,154455;0,477834;NA;1,388641;0,949042;1,306308;2,065518;0,447639;0,348274;0,67339;0,282621;0,686249;1,117847;0,253268;0,48572;1,698531;0,839759;0,221292;0,517748;0,615249;0,871882;0,576609;1,110595;1,422391;0,68908;0,791099;2,097908;1,369897;0,262431;1,140186;1,380439;2,228047;0,417601;1,004279;2,445321;1,831435;0,599392;0,711181;0,681971;2,380491;0,768032;3,050984;1,679122;0,615567;1,49057;0,563577;0,868826;0,486341;0,696899;1,583119;0,648404;1,032318;1,51285;1,166711;0,93036;NA;2,619331;0,268198;0,445211;0,929267;0,876497;0,664117;0,378442;NA;0,936462;0,21749;1,554519;1,030708;1,156854;0,253928;0,869572;0,755092;1,915212;1,705002;0,797798;1,332298;1,200875;1,457269;0,811085;0,680225;0,363658;0,34028;2,230833;1,35101;NA;0,174923;1,461492;NA;1,308086;3,665271;3,347859;1,312761;1,869493;0,928375;1,36146;1,868129;1,544204;0,557573;0,974232;0,247813;1,163995;0,153184;1,355383;1,477145;1,349068;0,844375;2,378861;0,203018;0,563278;0,237133;3,000887;3,070874;1,072175;1,665201;1,730061;2,518812;1,262995;1,814857
"hsa-mir-3613, precursor";1,207871;1,122348;0,60906;1,549171;1,230486;NA;0,559162;0,715323;1,403397;0,704814;1,943948;0,278298;0,572583;1,00776;1,047802;0,225149;0,695857;0,62097;0,295632;1,150072;NA;0,342029;0,097526;NA;0,50724;0,340076;NA;0,338946;1,067346;NA;1,441254;0,476328;1,386949;0,513681;1,252863;1,626017;0,357956;1,059398;0,288614;0,477834;0,87738;0,50496;0,474521;0,746461;0,476658;NA;0,116091;0,269356;0,28262;0,343124;0,372616;0,253268;1,700017;1,941178;NA;NA;0,517748;0,307624;1,743765;0,384406;1,110595;0,284478;0,861351;0,39555;0,629372;NA;1,7058;1,954604;1,227056;0,557012;0,696002;0,430405;0,978128;0,305239;0,199797;0,533385;0,454648;1,281802;0,192008;0,989508;2,623629;1,025945;0,652125;NA;0,260649;0,486341;1,393798;0,59367;0,648404;1,179792;2,11799;1,166712;0,186072;0,444562;0,582074;0,536396;0,667817;0,232317;0,751283;0,415073;NA;NA;0,624308;0,869958;0,518173;0,147244;0,578427;0,761784;1,521752;0,755092;0,883944;0,682;1,196697;0,666149;NA;1,092951;2,230484;1,530506;1,090975;3,062521;0,495741;0,193002;0,386813;0,349846;0,208785;0,291562;1,046469;0,458159;0,836964;0,175034;0,311582;1,061;0,45382;0,934064;0,257367;0,371716;0,389693;1,48688;0,581998;0,153184;0,968131;0,738573;0,518872;0,281458;1,10447;0,203018;1,126556;0,790444;1,071746;0,614174;0,643305;0,908292;0,471835;0,449789;0,884098;0,362971
"hsa-mir-3614, mature,MIMAT0017992";20,936432;9,259373;13,703838;12,703209;4,921946;8,025747;2,609423;6,437909;6,315281;4,228888;2,915921;0,417447;8,207022;19,819256;5,239011;6,079031;0,927811;16,352202;1,330342;15,23845;2,361769;0,769566;0,536393;4,964694;3,381609;2,720609;0,897894;8,304183;4,625169;2,338433;5,321546;3,45338;7,727286;2,054722;10,858145;1,37586;10,738674;8,740031;2,597523;1,672422;1,75476;0,25248;1,898084;1,026385;1,429974;4,476388;5,688467;12,929086;15,261512;1,200937;0,372616;6,838248;6,557209;10,433836;0,419879;7,745216;5,436352;2,460994;7,846942;6,342698;6,29337;6,543;7,579888;14,041995;5,244768;1,643876;11,80939;5,375161;0,613528;6,12713;2,088005;1,936823;1,956256;1,322703;2,197769;1,95575;0,454648;7,324583;5,856244;0,742131;1,049451;1,231133;1,676891;3,381465;0,260648;0,486341;4,645992;3,957796;0,324202;7,963593;14,523364;3,208457;7,815022;0,444562;3,492441;3,486573;2,893874;3,484752;0,500856;3,154556;3,405974;3,407811;3,121539;6,524686;5,872625;5,595272;6,748315;10,664964;14,782734;11,326376;3,241128;9,20701;6,382387;3,552793;6,004376;4,371807;6,894226;9,693206;15,273651;11,909805;7,683979;0,579005;1,934065;1,924154;3,13177;8,455301;6,017198;16,035561;5,021789;0,612621;5,452688;5,968126;1,512732;4,670321;5,919449;2,41615;9,547473;10,160351;3,782983;3,216857;3,872522;4,185243;6,537788;6,614269;0,339837;1,421128;1,971473;4,584575;5,787426;3,377962;7,719661;4,995604;6,605688;3,238473;11,240658;2,903772
"hsa-mir-3614, mature,MIMAT0017993";9,931385;2,525283;9,897215;3,408176;6,152432;8,025747;2,050261;4,291939;2,572893;2,114444;1,45796;0,278298;3,626359;4,702874;2,095604;4,728135;0,579881;5,381737;1,03471;6,900431;0,590442;0,598552;0,341341;1,103265;0,676321;1,530342;0,598596;2,542096;2,846257;0,779478;3,104236;2,38164;3,368305;2,568404;2,923347;1,375862;2,147735;2,118794;1,875988;0,95567;1,31607;0,12624;NA;0,279923;1,271088;2,238194;5,10801;10,63956;5,22848;1,029374;0,745232;1,51961;4,857194;3,882357;1,679516;2,655503;2,459303;0,615248;2,615647;2,883044;2,221189;3,698218;4,651294;3,164395;2,097907;1,643876;6,560771;3,420556;0,153382;2,228048;0,974402;1,147747;1,630213;1,322702;1,997972;0,888976;NA;1,464918;3,264136;0,989508;1,259341;0,615567;1,863212;2,254309;0,34753;0,486341;3,716793;0,79156;2,593616;5,604009;3,025701;3,500135;4,465728;NA;3,201403;1,072792;3,339087;0,696951;0,125214;1,826323;0,756884;1,490916;0,936462;1,739918;2,072691;3,828344;2,313708;2,285349;8,478332;4,782247;1,325916;4,774005;1,595596;2,886645;2,401751;2,55022;3,041571;4,591519;7,091337;2,38196;2,974442;0,289502;2,320878;1,224462;2,7142;1,166248;1,308087;2,748953;4,04533;0,087517;3,115821;6,498626;0,90764;1,634612;3,860511;1,486862;1,948464;4,956268;2,618988;1,685021;2,710766;2,708098;4,669849;2,533124;0,084959;0,609055;1,126556;2,68751;3,108063;4,913398;3,85983;2,724875;4,089234;3,508346;6,693876;2,5408
"hsa-mir-3614, precursor";NA;NA;0,152265;NA;0,410162;NA;NA;NA;NA;NA;NA;NA;NA;0,33592;NA;0,450298;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0,169473;NA;NA;NA;0,238164;NA;NA;0,417621;NA;0,357956;NA;NA;NA;NA;NA;NA;NA;NA;NA;0,232182;0,269356;0,14131;NA;NA;NA;NA;NA;NA;0,221292;0,258874;0,307624;0,871882;NA;NA;NA;0,17227;0,39555;0,209791;0,273979;0,393646;NA;NA;NA;NA;NA;NA;0,101746;NA;0,177795;0,227324;NA;0,096004;NA;NA;NA;0,093161;0,563577;NA;NA;0,2323;NA;NA;0,147474;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0,172724;NA;NA;0,507856;0,217393;0,251697;0,294648;0,341;NA;NA;NA;NA;0,202771;0,340112;0,181829;NA;NA;NA;NA;NA;NA;0,583124;NA;NA;0,139494;0,175035;NA;NA;NA;0,467032;NA;NA;0,194846;NA;NA;0,153184;NA;0,246191;NA;NA;NA;NA;NA;0,079044;NA;NA;NA;0,151382;NA;NA;NA;NA
"hsa-mir-3615, mature,MIMAT0017994";5,636732;3,086458;6,090595;5,577018;3,69146;4,904624;6,150784;6,080248;7,718677;4,581296;12,635657;9,601286;5,725829;3,359196;8,382418;4,052688;5,450887;5,795716;9,755833;8,050503;7,282122;3,420297;2,925775;6,067961;4,734253;4,931103;2,394383;14,913637;6,40408;8,184515;6,541067;5,358693;2,179492;4,623126;7,934798;14,509077;5,011382;7,680633;6,782421;11,229117;7,677075;2,335441;1,898084;6,81146;6,832098;2,685833;3,831011;3,770983;7,348135;14,754363;18,444469;11,397081;9,471522;9,705896;7,557829;7,08134;5,695226;2,460995;8,718825;13,454206;2,961586;15,077349;7,924429;5,735463;3,566443;4,38367;9,053869;11,72762;37,731988;5,013106;12,528031;13,988169;16,628184;7,529235;13,985805;5,689453;18,185894;10,071301;7,2003;30,344921;6,296709;4,924533;8,477613;6,762929;7,211263;4,863406;4,413692;9,102932;11,022867;8,406015;17,246497;5,833557;5,582159;4,00106;9,313174;6,704947;4,67472;4,646336;9,516249;2,407423;7,947273;6,602633;11,237541;2,609875;9,154387;3,828344;5,398652;2,793204;5,652222;4,278854;13,995782;7,843008;8,775783;7,105585;6,004376;8,014977;20,074364;5,4418;5,454875;3,743082;3,965924;7,816558;11,604388;6,472155;4,384477;6,99749;5,493964;12,828448;9,067119;7,176429;8,880092;5,570251;18,909166;5,837902;4,375246;7,620167;9,937165;9,416912;8,147966;6,740081;8,132298;5,170006;3,735879;9,006664;16,56706;9,947896;14,645231;8,457754;5,787425;8,291362;5,575311;5,903895;7,077522;3,688261;5,936078;3,8112
"hsa-mir-3615, precursor";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0,253928;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"hsa-mir-3615, stemloop";NA;NA;0,91359;NA;NA;0,89175;0,745548;0,715324;NA;NA;NA;NA;0,190861;NA;NA;0,450298;0,347928;0,20699;0,295632;0,862554;NA;0,085507;NA;NA;NA;0,340076;0,299298;NA;NA;0,779478;0,110866;NA;0,594407;NA;NA;NA;NA;0,264849;0,144307;0,238917;NA;NA;NA;0,279924;NA;NA;NA;NA;NA;0,171562;0,186308;1,013074;0,485719;NA;NA;0,221292;NA;0,307624;NA;0,576609;NA;NA;1,205891;NA;0,209791;NA;0,524861;0,325768;NA;0,557012;NA;0,071734;NA;NA;0,399594;0,177795;0,227324;0,549345;NA;0,247377;0,104945;NA;0,186321;NA;0,086883;NA;0,2323;0,19789;NA;2,359584;2,723131;0,291678;NA;NA;0,291037;0,536396;0,890423;NA;NA;NA;NA;0,212988;NA;0,21749;0,345449;NA;0,771236;NA;1,086965;1,006789;NA;NA;NA;0,22205;NA;0,364317;NA;NA;0,181829;NA;0,24787;NA;NA;NA;0,208785;NA;NA;NA;NA;NA;NA;NA;0,302546;NA;NA;0,185858;NA;0,74344;0,145499;NA;NA;0,246191;NA;0,140729;0,254877;NA;0,563278;0,079044;0,107175;NA;NA;0,302764;0,786391;0,089958;0,1263;NA
"hsa-mir-3615, unannotated";0,67104;0,561174;NA;NA;0,820324;0,89175;0,372774;0,715324;NA;NA;NA;NA;0,190861;0,33592;NA;NA;NA;NA;NA;0,287518;NA;NA;0,097526;NA;NA;NA;0,299298;NA;NA;NA;0,665195;0,119082;1,585086;0,513681;NA;0,500313;NA;0,264849;NA;0,238917;0,219345;NA;NA;NA;NA;NA;NA;0,269356;0,14131;NA;0,186308;1,013073;0,97144;NA;NA;1,10646;NA;0,307624;0,435941;1,153218;NA;NA;NA;NA;NA;0,273979;NA;0,651536;0,153382;NA;0,4176;0,071734;NA;NA;0,199797;NA;NA;0,732459;0,096004;0,082459;NA;NA;NA;NA;NA;0,486341;0,2323;0,39578;0,324202;0,442422;1,21028;NA;NA;NA;NA;NA;1,780847;NA;NA;NA;NA;1,06494;NA;0,21749;NA;NA;0,385618;NA;0,217393;0,251697;NA;0,341;0,398899;0,22205;NA;0,364317;0,405542;0,340113;0,727316;0,34028;NA;0,096501;1,934065;1,399384;NA;NA;0,261617;NA;NA;NA;0,155791;0,397875;NA;NA;NA;0,185858;NA;0,247813;NA;0,153184;NA;NA;0,103774;NA;0,084959;NA;NA;NA;0,321525;NA;0,214435;NA;0,157278;NA;0,1263;0,362971
"hsa-mir-3616, mature,MIMAT0017995";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0,151273;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"hsa-mir-3616, mature,MIMAT0017996";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0,115976;NA;NA;NA;NA;0,085507;NA;NA;NA;NA;NA;0,169473;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0,144307;NA;NA;NA;NA;0,093308;0,317772;NA;NA;NA;NA;NA;NA;NA;NA;NA;0,419879;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0,183115;NA;0,082459;NA;0,205189;NA;NA;0,173765;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0,125214;0,332059;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0,096501;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0,151273;0,233516;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0,079044;NA;NA;NA;NA;NA;NA;NA;NA
"hsa-mir-3617, mature,MIMAT0017997";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0,048763;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0,096004;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0,151273;NA;NA;NA;NA;NA;0,145499;NA;NA;NA;0,103774;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"hsa-mir-3617, mature,MIMAT0022966";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0,295632;NA;NA;0,085507;0,048763;0,275816;NA;0,340076;NA;NA;0,355782;NA;0,110866;0,357246;NA;NA;NA;0,250157;NA;NA;NA;NA;NA;0,18936;0,474521;0,093308;NA;NA;NA;0,134678;0,14131;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0,51681;0,197775;NA;0,547959;NA;NA;NA;NA;0,1392;0,143468;NA;0,101746;NA;NA;NA;NA;0,096004;NA;NA;NA;NA;NA;0,347531;NA;NA;NA;NA;NA;0,30257;NA;NA;NA;NA;NA;NA;NA;NA;0,16603;NA;NA;NA;NA;NA;NA;NA;NA;NA;0,503395;NA;NA;NA;NA;0,400292;NA;NA;NA;NA;NA;0,74361;0,096501;NA;NA;0,208785;NA;NA;NA;NA;0,087517;NA;NA;0,302546;NA;NA;NA;0,194846;0,247813;NA;NA;NA;NA;0,207548;0,140729;0,084959;NA;NA;NA;NA;NA;0,214435;NA;NA;0,089958;NA;NA
"hsa-mir-3617, precursor";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0,093161;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"hsa-mir-3618, mature,MIMAT0017998";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0,275816;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0,291037;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0,147244;NA;NA;NA;NA;NA;NA;NA;NA;0,400292;NA;NA;NA;NA;NA;NA;0,096501;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0,151273;NA;0,257367;NA;NA;NA;NA;NA;NA;NA;NA;NA;0,084959;NA;NA;NA;0,107175;NA;NA;NA;NA;0,269873;0,1263;0,181486
"hsa-mir-3618, precursor";0,134208;0,280587;NA;NA;NA;NA;NA;NA;0,233899;NA;0,971974;NA;NA;NA;0,523901;0,450298;0,115976;0,41398;0,295631;NA;NA;NA;NA;0,275816;0,33816;NA;0,299298;NA;NA;NA;0,110866;0,119082;NA;1,027361;0,417621;NA;NA;0,794548;NA;0,477834;NA;NA;0,949042;0,093308;NA;NA;NA;0,269356;0,28262;NA;NA;0,253268;NA;NA;NA;0,442584;NA;0,307624;NA;NA;0,370198;NA;NA;0,593324;0,209791;0,547958;0,131215;NA;0,153382;NA;NA;NA;0,163021;NA;0,199797;0,177795;NA;NA;NA;0,082459;NA;NA;NA;0,563577;NA;0,486341;NA;NA;0,648404;NA;0,30257;NA;0,372144;NA;0,582073;0,268198;NA;NA;NA;NA;NA;NA;NA;0,21749;NA;0,147244;NA;0,253928;0,217393;0,251697;0,294648;NA;NA;NA;NA;NA;0,608314;0,170056;NA;1,701401;0,49574;NA;NA;NA;NA;NA;NA;NA;NA;0,262552;0,155791;NA;0,302546;3,035709;NA;NA;NA;NA;0,145499;0,153184;0,096813;NA;NA;0,281458;0,169919;NA;NA;0,079044;NA;NA;0,214435;NA;NA;NA;0,2526;0,725944
